Episode Id,Episode Number,Episode Title,Publish Date,Youtube Url,Transcript Filename,Relative Transcript Path,Episode Type,Main Category,Central Question,Central Struggle,Core Coaching Theme,Primary Nick Framework,Secondary Nick Frameworks,Incidental Nick Concepts,Emotional Themes,Target Audience,Weight Loss Stage,Simple Tags,Topic Tags,Search Queries,Hidden Concepts,Myths Debunked,Key Takeaways,Caller's Questions (if episode is call-in)
EP-105,105,Why Can’t I Stay Motivated To Lose Weight?,2026-04-09,https://youtube.com/watch?v=RnpdM-u7Bfc,EP-105 - Why Can’t I Stay Motivated To Lose Weight-.txt,../YT Transcripts/EP-105 - Why Can’t I Stay Motivated To Lose Weight-.txt,Live Call-In Show,Motivation & Identity,"Why do I lose motivation during my weight loss journey, and how do I stay committed long enough to create permanent change?","Callers struggle with different forms of lost momentum—plateauing after early success, balancing family responsibilities with healthy eating, and regaining weight after previous success because their identity never fully changed.",Lasting motivation doesn't come from discipline alone—it comes from reconnecting with a compelling future identity and building a lifestyle that naturally supports healthy behaviors.,Last Day 1,Common Sense Diet; Go-To Meals,Fat Mind,motivation; weight loss plateau; weight loss motivation; go-to meals; meal planning; family meals; emotional eating; skinny privilege; self-trust; consistency; maintenance; identity,hope; discouragement; complacency; self-doubt; shame; empowerment; self-trust,People who've lost motivation; chronic dieters; parents balancing family meals; people who regained weight after major success; people stuck at a plateau,Plateau; Actively Losing; Regaining Weight,motivation; identity transformation; self-trust; consistency; weight loss plateau; family nutrition; meal planning; sustainable habits; emotional eating; body image; maintenance mindset; food relationship,why can't I stay motivated to lose weight; how to stay motivated; weight loss plateau; how to get motivated again; go-to meals; healthy family meals; emotional eating; skinny privilege; regain after weight loss; self-trust after weight regain; sustainable weight loss motivation,identity reconstruction; self-efficacy; emotional regulation; future-self visualization; cognitive reframing; self-compassion; intrinsic motivation; values-based behavior,Motivation comes first and action follows; Family responsibilities prevent weight loss; Meal prep must be complicated; Losing weight once guarantees permanent success; Skinny privilege is entirely about appearance; Weight regain means failure; Sustainable weight loss depends on constant motivation,"Through conversations with Laya, Erica, and Kathy, Nick shows that motivation is a byproduct of having a meaningful reason to change and aligning daily habits with a future identity. He coaches Laya to reconnect with her deeper ""why,"" helps Erica simplify healthy eating within a busy family life using Go-To Meals and reduced decision fatigue, and guides Kathy away from obsessive dieting toward building a sustainable lifestyle rooted in self-trust, freedom, and long-term identity change.",
EP-106,106,I Wasted Thousands on Weight Loss Programs So You Don't Have To.,2026-04-13,https://youtube.com/watch?v=fmHEXOnSHzY,EP-106 - I Wasted Thousands on Weight Loss Programs So You Don't Have To.txt,../YT Transcripts/EP-106 - I Wasted Thousands on Weight Loss Programs So You Don't Have To.txt,Solo,Choosing the Right Weight Loss Program,How do I know whether a weight loss program will actually help me create permanent change instead of becoming another failed attempt?,"People repeatedly spend money on diets, coaches, challenges, and accountability programs that help them lose weight temporarily but never address why they regain it.",Evaluate every weight loss program by whether it teaches sustainable identity and emotional change—not whether it promises fast results or strict accountability.,Last Day 1,Fat Mind,Common Sense Diet,weight loss programs; weight loss coach; accountability; Weight Watchers; nutritionist; dietitian; sustainability; emotional eating; relationship with food; weight loss industry; meal plans; coaching; consistency,frustration; skepticism; hope; empowerment; discernment; self-belief,Chronic dieters; people considering hiring a coach; people who've spent money on multiple diets; emotional eaters; people restarting every Monday,Restarting; Actively Losing,sustainable weight loss; relationship with food; emotional regulation; identity transformation; consistency; accountability; consumer awareness; coaching; self-belief; all-or-nothing thinking; food guilt,how to choose a weight loss coach; best weight loss program; are weight loss programs worth it; Weight Watchers alternatives; accountability for weight loss; emotional eating coaching; sustainable weight loss coaching; relationship with food; why diets fail; how to stop restarting every Monday; questions to ask a weight loss coach,cognitive reframing; identity reconstruction; emotional regulation; self-efficacy; critical thinking; consumer discernment; intrinsic motivation; values-based decision making,More accountability automatically creates lasting success; Meal plans solve obesity; Nutrition information is the missing piece; Fast weight loss equals successful coaching; Before-and-after photos prove effectiveness; You need to stay in a program forever; Demographic-specific coaching is inherently better; Sustainable weight loss comes from dieting harder,"Nick argues that most weight loss programs fail because they focus on food instead of the psychological and emotional drivers behind overeating. He teaches listeners how to evaluate coaches and programs by asking questions about sustainability, relationship with food, emotional regulation, consistency, accountability, and long-term lifestyle change. Rather than buying another meal plan or challenge, he encourages people to invest only in coaching that helps them become someone who no longer needs dieting to stay healthy.",
EP-107,107,"I know how to lose weight, I just don't know how to keep it off.",2026-04-20,https://youtube.com/watch?v=-y413WAq5YI,"EP-107 - I know how to lose weight, I just don't know how to keep it off.txt","../YT Transcripts/EP-107 - I know how to lose weight, I just don't know how to keep it off.txt",Solo,Building a Sustainable Lifestyle,How do I stop repeatedly losing and regaining weight and build a lifestyle that naturally maintains my results?,"People approach weight loss as a temporary project, creating a gap between how they live while dieting and how they expect to live after reaching their goal.","Sustainable weight loss comes from eliminating the gap between your current lifestyle and the lifestyle you want after reaching your goal. Instead of preparing for a future maintenance phase, begin living like your healthiest self today.",Last Day 1,Common Sense Diet; Go-To Meals,Simplicity Compass; Mom's Apple Pie,keep the weight off; sustainable weight loss; maintenance; lifestyle change; go-to meals; portion control; exercise; walking; cravings; food freedom; meal planning; emotional eating; maintenance phase; healthy habits; naturally healthy person,hope; empowerment; self-worth; confidence; relief; self-awareness,Chronic dieters; people who repeatedly regain weight; emotional eaters; people preparing for maintenance; people seeking permanent lifestyle change,Actively Losing; Near Goal; Maintenance Transition,sustainable lifestyle; maintenance mindset; food freedom; identity transformation; habit formation; emotional eating; self-worth; consistency; food relationship; movement mindset; healthy routines; all-or-nothing thinking,how to keep weight off forever; sustainable weight loss plan; maintenance after weight loss; healthy lifestyle habits; go-to meals; common sense diet; how to stop regaining weight; food freedom; how to maintain weight loss without dieting; emotional eating recovery; maintenance mindset; lifestyle change after weight loss,identity reconstruction; cognitive reframing; self-efficacy; intrinsic motivation; behavioral consistency; environmental design; emotional regulation; future-self visualization; values-based living,Weight loss has a separate maintenance phase; You should wait until goal weight to start living your ideal life; Exercise is the primary reason people maintain weight loss; Healthy people count everything forever; More restriction creates better maintenance; Cravings are permanent; Sustainable weight loss requires constant discipline,"Nick walks listeners through an exercise comparing their current life with the life they want five years after reaching their goal. He argues that lasting success comes from closing the gaps in nutrition, portion sizes, movement, sleep, hydration, fun, relationships, work, intimacy, and overall lifestyle before reaching goal weight. Rather than ""earning"" a better life after losing weight, listeners are encouraged to begin living as their healthiest selves immediately, making permanent maintenance a natural consequence instead of a separate phase.",
EP-108,108,How to finally keep the weight off.,2026-04-27,https://youtube.com/watch?v=WuYdikd8504,EP-108 - How to finally keep the weight off.txt,../YT Transcripts/EP-108 - How to finally keep the weight off.txt,Solo,Sustainable Weight Loss & Maintenance,How do I keep the weight off permanently instead of cycling between losing and regaining it?,"People believe the goal is to lose weight, but they unknowingly transition from being an overweight dieter to a skinny dieter—remaining trapped in food obsession, discipline, and fear of regain instead of achieving true freedom.","The goal is not to become a successful dieter. The goal is to become a naturally healthy person whose eating is no longer dictated by fear, emotions, or obsessive control.",Last Day 1,Fat Mind; Common Sense Diet,Healthy Mind; Go-To Meals; Mom's Apple Pie; Letting Go Process,keep the weight off; sustainable weight loss; maintenance; naturally healthy person; overweight dieter; skinny dieter; food noise; fear of regain; emotional eating; letting go process; go-to meals; maintenance mindset,hope; freedom; fear; self-awareness; confidence; relief; empowerment,People who repeatedly regain weight; chronic dieters; people approaching maintenance; people afraid of gaining weight back; emotional eaters; fitness enthusiasts who feel trapped by discipline,Actively Losing; Near Goal; Maintaining,maintenance mindset; fear of regain; identity transformation; emotional eating; food noise; sustainable weight loss; self-trust; emotional regulation; all-or-nothing thinking; habit formation; body image; food relationship,how to keep the weight off; sustainable weight loss; maintenance after weight loss; fear of gaining weight back; overweight dieter vs skinny dieter; naturally healthy person; food noise; emotional eating recovery; how to maintain weight loss forever; how to stop obsessing about food; letting go process; how to stop dieting forever,identity reconstruction; emotional regulation; self-trust; intrinsic motivation; cognitive reframing; experiential acceptance; future-self identity; behavioral flexibility; internal locus of control,Losing weight is the finish line; Maintenance requires lifelong discipline and calorie counting; Naturally healthy people have better hormones; Fitness influencers have solved food issues; Exercise is what keeps weight off; Positive coping alone resolves emotional eating; Weight regain is inevitable after injury or life stress,"Nick introduces three weight-loss archetypes: the Overweight Dieter, the Skinny Dieter, and the Naturally Healthy Person. He argues that most people mistakenly aim to become disciplined skinny dieters rather than emotionally free, naturally healthy people. Through stories from his own journey—including heart surgery, back surgery, and long periods without exercise—he explains that lasting maintenance comes from eliminating food obsession, separating emotions from eating, practicing the Letting Go Process, building self-trust, and changing identity instead of relying on discipline.",
EP-109,109,110 Pounds Later: My Big Fat Secrets,2026-05-04,https://youtube.com/watch?v=NhYW-5UuNFA,EP-109 - 110 Pounds Later- My Big Fat Secrets.txt,../YT Transcripts/EP-109 - 110 Pounds Later- My Big Fat Secrets.txt,Solo,Shame & Relationship with Food,How do I let go of the shame surrounding obesity and the secret behaviors I've hidden for years?,"Many people living with obesity carry deep shame about behaviors they hide from others, reinforcing emotional eating, isolation, and self-hatred.","Healing begins when shame is brought into the light. By finding humor, self-compassion, and understanding the underlying emotional patterns, lasting transformation becomes possible.",Fat Mind,Last Day 1; Common Sense Diet,Go-To Meals; Naturally Healthy People; Work on Yourself Harder Than Your Diet,food shame; eating out of the trash; DoorDash addiction; Burger King; Costco samples; binge eating; Viagra; obesity stigma; panic attack; emotional eating; food obsession; secret eating; yo-yo dieting,shame; embarrassment; self-hatred; loneliness; humor; vulnerability; hope; self-acceptance; freedom,Emotional eaters; people hiding eating behaviors; chronic dieters; people struggling with food obsession; people ashamed of their weight; people seeking permanent weight loss,Restarting; Starting,emotional eating; shame; food obsession; binge eating; secret eating; identity transformation; obesity stigma; self-acceptance; emotional regulation; food environment; sustainable weight loss; relationship with food,eating out of the trash; why am I ashamed of eating; food obsession; secret eating; DoorDash addiction; binge eating stories; obesity shame; why do I hide food; panic attack because of obesity; emotional eating recovery; how to stop feeling ashamed of being overweight; relationship with food,shame resilience; emotional regulation; self-compassion; identity reconstruction; cognitive reframing; experiential acceptance; environmental conditioning; vulnerability as healing; intrinsic motivation,Shame keeps people accountable; The problem is lack of willpower; Binge eating is simply a food problem; Hiding behaviors makes them easier to overcome; Obesity is only about nutrition; Losing weight removes emotional problems automatically; Sustainable weight loss is just about eating less,"Nick shares some of the most embarrassing experiences from his years living with obesity—including eating food from the trash, obsessing over fast food routines, hiding Viagra because of weight-related insecurity, manipulating food environments, experiencing a panic attack at work, and using food as emotional relief. Rather than telling these stories for shock value, he reframes them as evidence that shame loses its power when it's shared. The episode emphasizes that sustainable weight loss requires healing the emotional relationship with food and becoming someone who no longer needs those secret behaviors to cope.",
EP-110,110,The World's FIRST Weight Loss Call-In Show,2026-05-11,https://youtube.com/watch?v=F3pfq9crTiY,"EP-110 - The World's FIRST Weight Loss Call-In Show - May 6, 2026.txt","../YT Transcripts/EP-110 - The World's FIRST Weight Loss Call-In Show - May 6, 2026.txt",Live Call-In Show,Sustainable Weight Loss Coaching,"What actually prevents people from keeping weight off permanently, and how do you build a life where healthy habits become natural?","Each caller faces a different obstacle—repeated dieting, fear of maintenance, self-hatred, emotional eating, relationship changes, or goal uncertainty—but all share the deeper struggle of trying to fix weight instead of identity.","Sustainable weight loss comes from changing identity, emotional patterns, and daily lifestyle rather than chasing diets, calories, or the next weight-loss strategy.",Last Day 1,Fat Mind; Healthy Mind; Common Sense Diet,Live as Your Healthiest Self; Work on Yourself Harder Than Your Diet,sustainable weight loss; live coaching; weight loss call-in show; emotional eating; self-hatred; food relationship; maintenance; Monday restart; healthy identity; healthy habits; goal weight; self-respect; food noise; meal planning; consistency,hope; shame; fear; overwhelm; self-compassion; empowerment; vulnerability; self-respect,Yo-yo dieters; emotional eaters; lifelong dieters; people afraid of maintenance; people who know how to lose weight but not keep it off,Restarting; Actively Losing; Near Goal; Maintenance Transition,identity transformation; emotional eating; self-respect; maintenance mindset; food relationship; consistency; self-sabotage; emotional awareness; goal setting; food environment; comparison; lifestyle change,why can't I keep weight off; how to stop yo-yo dieting; sustainable weight loss coaching; emotional eating help; what is the fat mind; healthy mind weight loss; how to stop self-hatred; goal weight after losing weight; maintenance without dieting; relationship with food; food noise; live weight loss coaching,identity reconstruction; emotional regulation; self-compassion; cognitive reframing; future-self visualization; self-efficacy; internal family systems–style parts work; intrinsic motivation; values-based behavior,Diet knowledge is enough to succeed; Nutrition is the main problem; Losing weight automatically creates happiness; Goal weight is the finish line; Weight loss alone fixes relationships; You need extreme diets to succeed; Food addiction is the root problem; Counting calories is the key to lasting success,"Through live coaching calls with Ellen, James, Michael, and Brandon, plus listener questions from Monica, Rachel, Tina, Frank, Amanda, and Kayla, Nick demonstrates that long-term success comes from changing identity, emotional patterns, self-respect, and lifestyle—not simply following another diet. Each conversation reinforces that sustainable weight loss is built by becoming the kind of person who naturally maintains healthy habits rather than chasing a number on the scale.",
EP-111,111,110 Pounds. 7 Years Later. Here's How I Stopped Quitting.,2026-05-14,https://youtube.com/watch?v=P5Qfom-hCtw,EP-111 - 110 Pounds. 7 Years Later. Here's How I Stopped Quitting.txt,../YT Transcripts/EP-111 - 110 Pounds. 7 Years Later. Here's How I Stopped Quitting.txt,Solo,Breaking the Quit Cycle,"Why do I keep quitting my weight-loss journey even after making progress, and how do I finally stop restarting?","The listener repeatedly loses weight but inevitably quits due to recurring mental patterns, causing years of weight regain and endless Monday restarts.",Permanent weight loss comes from identifying and changing the internal patterns that cause quitting—not from finding a better diet. Sustainable success requires becoming a different person rather than trying harder.,Last Day 1,Fat Mind; Healthy Mind,Common Sense Diet; Go-To Meals; Mom's Apple Pie; Live as Your Healthiest Self,stopped quitting; Monday restart; cheat meals; last supper; on track off track; sustainable weight loss; identity lag; comparison; weight loss addiction; healthy habits; go-to meals; meal prep; food environment; consistency; scale obsession,hope; shame; frustration; anxiety; self-doubt; empowerment; self-respect; optimism,Chronic dieters; people who repeatedly lose and regain weight; Monday restarters; emotional eaters; people struggling with consistency; people trapped in all-or-nothing thinking,Restarting; Starting; Actively Losing,self-sabotage; all-or-nothing thinking; fear of regain; identity transformation; consistency; food environment; emotional eating; habit formation; maintenance mindset; comparison; scale dependence; self-respect; victim mentality,why do I keep quitting my diet; why do I always restart on Monday; how to stop restarting weight loss; what is the last supper mentality; why cheat meals cause problems; how to stop all-or-nothing thinking; identity lag weight loss; why I regain weight after losing it; how to become consistent; how to stop self-sabotage; sustainable weight loss habits; how to make healthy eating easier,identity reconstruction; cognitive reframing; avoidance coping; self-efficacy; future-self visualization; environmental design; self-respect as intrinsic motivation; impostor syndrome; behavioral consistency; internal locus of control,"You need another diet to stop quitting; Monday is the best day to restart; Cheat meals are necessary for sustainability; Weight loss should have a maintenance phase; Hormones or menopause are the primary reason most people regain weight; Healthy people rely on discipline every day; Fast weight loss is the ultimate goal; Being ""on track"" is required for long-term success","Nick breaks down the recurring mental and behavioral patterns that caused him to quit before finally maintaining a 110-pound weight loss for seven years. He explains concepts such as ""weight loss addiction,"" achieving the wrong goals, Monday restarts, on-track/off-track thinking, the ""last supper"" mentality, identity lag, comparison, and scale dependence. Rather than prescribing another diet, he shows how lasting success comes from building self-respect, redesigning daily habits and environment, reinforcing a healthy identity, and working on personal growth harder than on nutrition itself.",
EP-112,112,This ONE Habit Makes Weight Loss Stick,2026-05-18,https://youtube.com/watch?v=rY3HI8Yobu0,"EP-112 - This ONE Habit Makes Weight Loss Stick - May 13, 2026.txt","../YT Transcripts/EP-112 - This ONE Habit Makes Weight Loss Stick - May 13, 2026.txt",Call-In + Q&A,Identity Transformation & Sustainable Habits,What is the one habit that makes weight loss permanent?,"People repeatedly lose weight but never become the type of person who naturally maintains it, staying trapped in cycles of dieting, cravings, and self-doubt.","Sustainable weight loss comes from consistently reinforcing the identity of the healthy person you want to become through small daily actions, rather than relying on willpower or another diet.",Fat Mind,Common Sense Diet; Last Day 1,Common Sense Eater; Daily Walker,identity; healthy habits; I am statements; self identity; daily walker; healthy eater; cravings; menopause; GLP-1; gastric bypass; intermittent fasting; three meals a day; protein; emotional eating,hope; self-belief; empowerment; confidence; frustration; encouragement; freedom,Chronic dieters; people who regain weight; bariatric surgery patients; GLP-1 users; women in menopause; emotional eaters; people struggling with cravings; intermittent fasters,Restarting; Active Weight Loss; Maintenance,identity transformation; habit formation; self-belief; emotional eating; food cravings; fear of regain; sustainable habits; body vs mind; self-efficacy; intrinsic motivation; emotional regulation; maintenance mindset,one habit for permanent weight loss; how to keep weight off forever; I am statements weight loss; how to stop cravings; emotional cravings vs physical cravings; menopause weight loss; gastric bypass regain; GLP-1 weight regain; should I fast to lose weight; three meals a day weight loss; protein myths; how to build healthy habits,identity reconstruction; self-efficacy; cognitive reframing; emotional regulation; future self visualization; intrinsic motivation; behavioral reinforcement; emotional safety; self-concept change,Permanent weight loss comes from finding the perfect diet; Bariatric surgery or GLP-1s solve obesity on their own; Menopause makes sustainable weight loss impossible; Cravings should simply be resisted with willpower; Eating one meal a day is better than eating three; More protein products automatically create weight loss; Healthy people are naturally more disciplined,"Nick argues that the most important habit for sustainable weight loss is spending intentional time with yourself every day to build awareness and reinforce the identity of a healthy person. Throughout multiple callers, he explains that lasting change comes from becoming a healthy eater and a daily walker—not merely performing healthy actions. He distinguishes physical cravings from emotional cravings, recommends eating three balanced meals with protein and fruit to minimize food noise, challenges the obsession with protein-maxed foods and fasting, discusses GLP-1s and bariatric surgery as tools rather than solutions, and emphasizes that permanent weight loss depends on changing identity, emotional patterns, and everyday habits instead of simply eating less.",
EP-113,113,The Common Sense Diet Explained,2026-05-21,https://youtube.com/watch?v=dkDaOmkPoO4,EP-113 - The Common Sense Diet Explained.txt,../YT Transcripts/EP-113 - The Common Sense Diet Explained.txt,Solo,Sustainable Nutrition,How can I eat in a way that allows me to lose weight permanently without dieting or obsessing over food?,The listener has repeatedly succeeded with restrictive diets but always regains the weight because the diet itself is unsustainable.,The Common Sense Diet is not another diet—it is a sustainable framework for eating and living that mirrors the habits of naturally healthy people.,Common Sense Diet,Common Sense Eater; Last Day 1,Go-To Meals; Live As Your Healthiest Self; Mom's Apple Pie; Meal Equation; Prioritize Your Health,Common Sense Diet; go-to meals; whole foods; real food; cheat meals; eating out; food environment; meal equation; moderation; emotional eating; hunger cues; maintenance; sustainable nutrition,hope; empowerment; freedom; self-trust; confidence; relief,Chronic dieters; people restarting every Monday; people looking for a sustainable way of eating; emotional eaters; people afraid of regaining weight after dieting,Apply for Last Day 1,sustainable nutrition; whole foods; emotional eating; food environment; habit formation; maintenance mindset; food freedom; all-or-nothing thinking; calorie awareness; hunger awareness; moderation; identity transformation,what is the Common Sense Diet; Common Sense Diet rules; how to stop dieting forever; how to eat without counting calories; how to build go-to meals; what are cheat meals; how to eat out while losing weight; how to stop restarting every Monday; how to eat in moderation; how to become a Common Sense Eater,identity reconstruction; environmental design; cognitive reframing; behavioral consistency; self-regulation; experiential learning; long-term habit formation; internal trust; sustainable decision-making,"Permanent weight loss requires following a restrictive diet; Healthy eating means eating ""diet food""; Cheat meals are part of a healthy lifestyle; You must count calories forever; Healthy people have perfect discipline; Eating out prevents weight loss; Moderation means eating junk food whenever you want; Sustainability is about finding the easiest diet","Nick introduces the 10 Rules of the Common Sense Diet, a framework built from his own experience maintaining a 110-pound weight loss. Rather than prescribing restrictions, the system focuses on prioritizing health, eating mostly real foods, creating repeatable go-to meals, optimizing the food environment, respecting hunger cues, avoiding emotional eating, eliminating the concept of cheat meals, enjoying celebratory foods intentionally, practicing moderation with junk food, and learning to eat confidently in any environment. The objective is not to become good at dieting, but to become a Common Sense Eater who naturally maintains a healthy weight for life.",
EP-114,114,How I Lost 110 Pounds and Kept It Off for 7 Years,2026-05-28,https://youtube.com/watch?v=UCscWSUH3Tk,EP-114 - How I Lost 110 Pounds and Kept It Off for 7 Years.txt,../YT Transcripts/EP-114 - How I Lost 110 Pounds and Kept It Off for 7 Years.txt,Solo,Sustainable Weight Loss,How did Nick lose 110 pounds and keep it off for seven years without dieting or obsessing over food?,"Repeated cycles of yo-yo dieting, emotional eating, restarting every Monday, and believing weight loss alone would solve life until he realized he needed to become a different person.",Sustainable weight loss comes from changing identity and lifestyle—not repeatedly losing weight. The goal is to become someone who naturally maintains a healthy life instead of remaining a lifelong dieter.,Common Sense Diet,Last Day 1; Common Sense Eater,Go-To Meals; Fat Mind,110 pound weight loss; sustainable weight loss; yo-yo dieting; emotional eating; Common Sense Diet; go-to meals; food noise; cravings; identity change; weight maintenance,hopelessness; shame; self-hatred; fear; loneliness; determination; freedom; hope; self-belief,Lifelong dieters; people who repeatedly lose and regain weight; emotional eaters; people searching for permanent weight loss instead of another diet,Download the free cravings guide and start your Last Day 1,identity transformation; sustainable weight loss; emotional eating; food noise; cravings; all-or-nothing thinking; maintenance mindset; lifestyle change; habit formation; self-sabotage,how Nick lost 110 pounds; how to keep weight off permanently; how to stop yo-yo dieting; Common Sense Diet; go-to meals; emotional eating recovery; sustainable weight loss without dieting; how to stop restarting every Monday; how to eliminate food noise,identity reconstruction; cognitive reframing; emotional regulation; avoidance coping; self-efficacy; habit replacement; intrinsic motivation; future-self identification,Losing weight automatically teaches maintenance; Extreme dieting creates permanent results; Counting calories forever is necessary; Exercise alone maintains weight loss; Food is the real addiction; Sustainable weight loss requires lifelong restriction; Thin people obsess over food the way chronic dieters do,"Nick walks through his entire journey from lifelong obesity and repeated yo-yo dieting to maintaining a 110-pound weight loss for seven years. He explains how abandoning diets, studying naturally healthy people, creating the Common Sense Diet and Go-To Meals, addressing emotional eating, and intentionally changing his identity allowed him to eliminate food obsession and build a lifestyle he could maintain permanently.",
EP-115,115,How I Stopped Thinking Like a Fat Person,2026-06-01,https://youtube.com/watch?v=vYfHmS6yNgM,"EP-115 - How I Stopped Thinking Like a Fat Person - May 27, 2026.txt","../YT Transcripts/EP-115 - How I Stopped Thinking Like a Fat Person - May 27, 2026.txt",Solo (Live Q&A),Identity Transformation,How do I stop thinking like a fat person so I can keep the weight off permanently?,"The listener keeps identifying as a chronic dieter, believing they'll always regain the weight, which leads to living in constant fear even after reaching their goal.",Permanent weight loss is an identity transformation. You must become a naturally healthy person instead of repeatedly trying to lose weight through discipline alone.,Fat Mind,Last Day 1; Common Sense Diet,Common Sense Eater; Daily Walker,fat mindset; chronic dieting; identity; naturally healthy person; sustainable weight loss; fear of weight regain; food noise; cravings; Ozempic; weight loss surgery; inside out transformation,hopelessness; fear; shame; freedom; confidence; self-belief; empowerment; purpose,Chronic dieters; people who repeatedly regain weight; people considering Ozempic or bariatric surgery; people afraid of maintenance; people who have lost weight before but couldn't keep it off,Join the Last Day 1 Club,identity transformation; chronic dieting; fear of regain; food noise; inside-out transformation; self-worth; emotional regulation; sustainable maintenance; victim mentality; self-leadership,how to stop thinking like a fat person; why do I always regain weight; how to stop being a chronic dieter; how to become a naturally healthy person; how to keep weight off permanently; how to overcome food noise; should I take Ozempic; is weight loss surgery worth it; how to stop fearing weight regain; identity-based weight loss,identity reconstruction; self-concept change; cognitive reframing; self-efficacy; emotional regulation; internal locus of control; victim-to-creator mindset; future self embodiment,Losing weight automatically changes your identity; Discipline is enough for permanent weight loss; Exercise is the key to maintenance; Ozempic or surgery alone solves obesity; Sustainable weight loss is about the body rather than the mind; People who keep weight off are permanently dieting,"Nick argues that the real obstacle isn't excess weight but a ""fat identity"" built through years of chronic dieting and self-defeating beliefs. Sustainable weight loss comes from becoming a naturally healthy person, changing how you identify yourself, regulating emotions, and living according to the standards of your future self. Medical interventions like Ozempic or bariatric surgery can be tools, but they cannot replace the internal transformation required to eliminate fear of regain and maintain weight with ease.",
EP-116,116,How I Stopped Emotional Eating and Lost 110 Pounds,2026-06-04,https://youtube.com/watch?v=LOhvdQxMV5o,EP-116 - How I Stopped Emotional Eating and Lost 110 Pounds.txt,../YT Transcripts/EP-116 - How I Stopped Emotional Eating and Lost 110 Pounds.txt,Solo,Emotional Eating,How do I stop emotional eating so I can lose weight permanently?,The listener knows what to eat but repeatedly abandons healthy habits because emotions dictate eating behavior.,Emotional eating is not solved through discipline—it is solved by developing the capacity to safely feel emotions instead of coping with food.,Last Day 1,Fat Mind; Common Sense Diet,Feel Your Feelings; Go-To Meals; Common Sense Eater; Mom's Apple Pie Moment; Deserving Mind,emotional eating; coping with food; feel your feelings; stress eating; boredom eating; loneliness; anxiety; cravings; emotional regulation; food addiction,hope; shame; overwhelm; loneliness; anxiety; stress; courage; empowerment; self-awareness,Emotional eaters; chronic dieters; people who restart every Monday; people whose eating changes with their emotions; people seeking permanent weight loss,Apply for Last Day 1,emotional eating; food addiction; coping mechanisms; emotional regulation; stress eating; boredom eating; loneliness; anxiety; food cravings; self-awareness; sustainable weight loss; identity transformation,what is emotional eating; how to stop emotional eating; why do my emotions control my eating; how to stop stress eating; why do I eat when I'm lonely; how to stop boredom eating; how to stop coping with food; how to overcome food addiction; feel your feelings exercise; why do I restart my diet every Monday,emotional regulation; avoidance coping; emotional awareness; nervous system regulation; experiential acceptance; self-observation; cognitive reframing; emotional resilience; self-efficacy,Emotional eating is solved with more discipline; Knowing what to eat is enough to lose weight permanently; Emotional eating means you're weak; Healthy people never emotionally eat; Positive coping mechanisms alone solve emotional eating; Ozempic fixes the root cause of obesity,"Emotional eating is the strongest predictor of long-term weight regain because emotions, not hunger, dictate eating behavior. Nick introduces a three-step process: identify why you're eating, build a daily ""Feel Your Feelings"" practice to safely experience emotions instead of suppressing them with food, and then make lifestyle changes that address recurring emotional triggers. Sustainable weight loss comes from changing your relationship with emotions, not from increasing willpower or finding another diet.",
EP-117,117,I Think I'll Always Be Fat,2026-06-08,https://youtube.com/watch?v=3IzUtR_3c74,"EP-117 - I Think I'll Always Be Fat - June 3, 2026.txt","../YT Transcripts/EP-117 - I Think I'll Always Be Fat - June 3, 2026.txt",Call-In,Identity & Self-Belief,How do I stop believing I'll always be overweight?,"The caller Lulu intellectually wants to lose weight but has deeply internalized the belief that being overweight is her identity, leading to hopelessness, binge eating, and self-sabotage.","Permanent weight loss begins by changing your identity and belief system. You must stop seeing yourself as ""a fat person trying to lose weight"" and start becoming the healthy person you were born to be.",Fat Mind,Last Day 1; Common Sense Diet,Healthy Mind; Go-To Meals; Feeling Your Feelings; Common Sense Eater; Daily Walker,always be fat; self-sabotage; binge eating; body pain; body positivity; identity; healthy mind vs fat mind; travel weight gain; cravings; go-to meals; cheat meals,hopelessness; shame; frustration; fear; self-doubt; empowerment; courage; optimism,People who believe they'll never lose weight; emotional eaters; binge eaters; people with lifelong obesity; people who constantly restart; people struggling with self-belief,Apply for Last Day 1,identity transformation; binge eating; emotional eating; hopelessness; self-sabotage; body image; limiting beliefs; food as emotional coping; cravings; sustainable weight loss; travel; food freedom,why do I think I'll always be fat; how to stop believing I'm fat forever; why do I sabotage my weight loss; why do I binge when I'm discouraged; how to stop emotional eating; how to stop cravings naturally; how to lose weight while traveling; what are go-to meals; do cheat meals ruin weight loss; how to change my identity,identity reconstruction; learned helplessness; emotional regulation; cognitive reframing; self-fulfilling prophecy; avoidance coping; internal belief systems; self-efficacy; emotional nourishment,Some people are simply meant to stay overweight; Body positivity means accepting obesity as permanent; Cravings must be controlled through willpower; Cheat meals are part of a sustainable lifestyle; Travel inevitably causes weight gain; Weight loss becomes impossible with age; You can permanently lose weight without changing your identity,"Weight loss is limited more by identity than by knowledge. The caller's biggest obstacle isn't food—it's the belief that she'll always be overweight. Nick explains how binge eating functions as a solution to emotional pain, teaches practical strategies for reducing cravings through consistent nourishment and emotional processing, reframes the battle as Healthy Mind vs. Fat Mind, and emphasizes becoming the healthy person you already are rather than trying to become someone else.",
