episode_id,episode_number,episode_title,publish_date,youtube_url,transcript_filename,relative_transcript_path,episode_type,guest_caller_name,main_topic,secondary_topics,topic_tags,semantic_keywords,short_summary,detailed_summary,key_takeaways,nicks_main_advice,caller_problem,resolution,memorable_quotes,potential_email_angles,suggested_email_subject_lines,potential_short_hooks,relevant_audience,emotional_themes,weight_loss_stage,cta_recommendation,transcript_status,review_notes,main_category,search_terms,hidden_concepts,central_struggle,core_coaching_theme,incidental_concepts_mentioned,success_story
EP-056,56,5 things skinny people need to know about fat people,2025-01-08,https://youtube.com/watch?v=IUJVmaS01pg,EP-056 - 5 things skinny people need to know about fat people - EP 056.txt,../YT Transcripts/EP-056 - 5 things skinny people need to know about fat people - EP 056.txt,Solo,,food guilt,"[""binge eating"", ""fear of regain"", ""maintenance mindset"", ""relationships"", ""sustainable habits""]","[""food guilt"", ""binge eating"", ""fear of regain"", ""maintenance mindset"", ""relationships"", ""sustainable habits""]","[""breaking binge cycles"", ""food guilt"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I stop binge eating""]",An episode centered on food guilt.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (005)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""breaking binge cycles"", ""food guilt"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I stop binge eating""]",[],,,[],False
EP-057,57,Want to lose weight? Forgive your parents,2025-01-15,https://youtube.com/watch?v=aJ2bWqD7SDs,EP-057 - Want to lose weight- Forgive your parents - EP 057.txt,../YT Transcripts/EP-057 - Want to lose weight- Forgive your parents - EP 057.txt,Solo,,nutrition,"[""cravings"", ""fear of regain"", ""food guilt"", ""relationships"", ""sustainable habits""]","[""nutrition"", ""cravings"", ""fear of regain"", ""food guilt"", ""relationships"", ""sustainable habits""]","[""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on nutrition.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (006)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Nutrition,"[""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-058,58,The TRUTH about s*x and weight loss,2025-01-22,https://youtube.com/watch?v=CXWbK-sCufA,EP-058 - The TRUTH about s-x and weight loss - EP 058.txt,../YT Transcripts/EP-058 - The TRUTH about s-x and weight loss - EP 058.txt,Solo,,relationships,"[""cravings"", ""food guilt"", ""motivation"", ""nutrition"", ""sustainable habits""]","[""relationships"", ""cravings"", ""food guilt"", ""motivation"", ""nutrition"", ""sustainable habits""]","[""food guilt"", ""how to stop food noise"", ""motivation"", ""nutrition"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (007)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""food guilt"", ""how to stop food noise"", ""motivation"", ""nutrition"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-059,59,Beating imposter syndrome on your weight loss journey,2025-01-29,https://youtube.com/watch?v=66PoUl2invk,EP-059 - Beating imposter syndrome on your weight loss journey - EP 059.txt,../YT Transcripts/EP-059 - Beating imposter syndrome on your weight loss journey - EP 059.txt,Solo,,confidence,"[""cravings"", ""food guilt"", ""identity change"", ""relationships"", ""sustainable habits""]","[""confidence"", ""cravings"", ""food guilt"", ""identity change"", ""relationships"", ""sustainable habits""]","[""confidence"", ""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on confidence.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (008)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""confidence"", ""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""relationships"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-060,60,How to lose weight without counting calories,2025-02-05,https://youtube.com/watch?v=I_89l2RaP9M,EP-060 - How to lose weight without counting calories - EP 060.txt,../YT Transcripts/EP-060 - How to lose weight without counting calories - EP 060.txt,Solo,,calorie tracking,"[""emotional eating"", ""identity change"", ""maintenance mindset"", ""nutrition"", ""social pressure""]","[""calorie tracking"", ""emotional eating"", ""identity change"", ""maintenance mindset"", ""nutrition"", ""social pressure""]","[""calorie tracking"", ""how to stop emotional eating"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""nutrition"", ""social pressure"", ""why do I eat my feelings""]",An episode centered on calorie tracking.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (009)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""calorie tracking"", ""how to stop emotional eating"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""maintenance mindset"", ""nutrition"", ""social pressure"", ""why do I eat my feelings""]",[],,,[],False
EP-061,61,Weight loss isn't a competition,2025-02-12,https://youtube.com/watch?v=LOfyn_VHH5c,EP-061 - Weight loss isn't a competition - EP 061.txt,../YT Transcripts/EP-061 - Weight loss isn't a competition - EP 061.txt,Solo,,comparison,"[""nutrition"", ""relationships"", ""scale obsession"", ""social pressure"", ""sustainable habits""]","[""comparison"", ""nutrition"", ""relationships"", ""scale obsession"", ""social pressure"", ""sustainable habits""]","[""comparison"", ""nutrition"", ""relationships"", ""scale obsession"", ""social pressure"", ""sustainable habits""]",An episode centered on comparison.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (010)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""comparison"", ""nutrition"", ""relationships"", ""scale obsession"", ""social pressure"", ""sustainable habits""]",[],,,[],False
EP-062,62,How to make peace with the scale,2025-02-19,https://youtube.com/watch?v=cba9mkL_JWQ,EP-062 - How to make peace with the scale - EP 062.txt,../YT Transcripts/EP-062 - How to make peace with the scale - EP 062.txt,Solo,,scale obsession,"[""fear of regain"", ""food guilt"", ""maintenance mindset"", ""relationships"", ""sustainable habits""]","[""scale obsession"", ""fear of regain"", ""food guilt"", ""maintenance mindset"", ""relationships"", ""sustainable habits""]","[""food guilt"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scale obsession"", ""scared to gain the weight back"", ""sustainable habits""]",An episode centered on scale obsession.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (011)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""food guilt"", ""how to maintain weight loss"", ""maintenance mindset"", ""relationships"", ""scale obsession"", ""scared to gain the weight back"", ""sustainable habits""]",[],,,[],False
EP-063,63,The dark side of intermittent fasting,2025-02-26,https://youtube.com/watch?v=KmJsi2gTd4s,EP-063 - The dark side of intermittent fasting - EP 063.txt,../YT Transcripts/EP-063 - The dark side of intermittent fasting - EP 063.txt,Solo,,cravings,"[""exercise routine"", ""fear of regain"", ""maintenance mindset"", ""relationships"", ""restaurant eating""]","[""cravings"", ""exercise routine"", ""fear of regain"", ""maintenance mindset"", ""relationships"", ""restaurant eating""]","[""exercise routine"", ""how to maintain weight loss"", ""how to stop food noise"", ""maintenance mindset"", ""relationships"", ""restaurant eating"", ""scared to gain the weight back"", ""why can't I eat just one""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (013)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""exercise routine"", ""how to maintain weight loss"", ""how to stop food noise"", ""maintenance mindset"", ""relationships"", ""restaurant eating"", ""scared to gain the weight back"", ""why can't I eat just one""]",[],,,[],False
EP-064,64,If food is the best part of your day...,2025-03-05,https://youtube.com/watch?v=Q8LNzrJIGiY,EP-064 - If food is the best part of your day... - EP 064.txt,../YT Transcripts/EP-064 - If food is the best part of your day... - EP 064.txt,Solo,,sustainable habits,"[""binge eating"", ""consistency"", ""nutrition"", ""relationships"", ""scale obsession""]","[""sustainable habits"", ""binge eating"", ""consistency"", ""nutrition"", ""relationships"", ""scale obsession""]","[""I know what to do but I don't do it"", ""breaking binge cycles"", ""consistency over perfection"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I stop binge eating""]",An episode centered on sustainable habits.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (015)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""breaking binge cycles"", ""consistency over perfection"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I stop binge eating""]",[],,,[],False
EP-065,65,The 'diet coke' effect,2025-03-13,https://youtube.com/watch?v=srtNSHspzdw,EP-065 - The 'diet coke' effect - EP 065.txt,../YT Transcripts/EP-065 - The 'diet coke' effect - EP 065.txt,Solo,,nutrition,"[""cravings"", ""fear of regain"", ""food guilt"", ""relationships"", ""sustainable habits""]","[""nutrition"", ""cravings"", ""fear of regain"", ""food guilt"", ""relationships"", ""sustainable habits""]","[""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on nutrition.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (064)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Nutrition,"[""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-066,66,Lose weight by living it first in your mind,2025-03-19,https://youtube.com/watch?v=JLOvwtaKrc8,EP-066 - Lose weight by living it first in your mind - EP 066.txt,../YT Transcripts/EP-066 - Lose weight by living it first in your mind - EP 066.txt,Solo,,relationships,"[""consistency"", ""food guilt"", ""motivation"", ""nutrition"", ""sustainable habits""]","[""relationships"", ""consistency"", ""food guilt"", ""motivation"", ""nutrition"", ""sustainable habits""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""motivation"", ""nutrition"", ""relationships"", ""sustainable habits""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (065)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""motivation"", ""nutrition"", ""relationships"", ""sustainable habits""]",[],,,[],False
EP-067,67,Is it Common Sense Diet approved?,2025-03-26,https://youtube.com/watch?v=D5oWLlX22ZU,EP-067 - Is it Common Sense Diet approved- - EP 067.txt,../YT Transcripts/EP-067 - Is it Common Sense Diet approved- - EP 067.txt,Solo,,nutrition,"[""calorie tracking"", ""cravings"", ""food guilt"", ""relationships"", ""restaurant eating""]","[""nutrition"", ""calorie tracking"", ""cravings"", ""food guilt"", ""relationships"", ""restaurant eating""]","[""calorie tracking"", ""food guilt"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""restaurant eating"", ""why can't I eat just one""]",An episode centered on nutrition.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (066)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Nutrition,"[""calorie tracking"", ""food guilt"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""restaurant eating"", ""why can't I eat just one""]",[],,,[],False
EP-068,68,Face yourself instead of the fridge,2025-04-02,https://youtube.com/watch?v=P-R7Wq3FgPw,EP-068 - Face yourself instead of the fridge - EP 068.txt,../YT Transcripts/EP-068 - Face yourself instead of the fridge - EP 068.txt,Solo,,emotional eating,"[""fear of regain"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""sustainable habits""]","[""emotional eating"", ""fear of regain"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""sustainable habits""]","[""how to maintain weight loss"", ""how to stop emotional eating"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why do I eat my feelings""]",An episode centered on emotional eating.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (067)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Emotional Eating,"[""how to maintain weight loss"", ""how to stop emotional eating"", ""maintenance mindset"", ""nutrition"", ""relationships"", ""scared to gain the weight back"", ""sustainable habits"", ""why do I eat my feelings""]",[],,,[],False
EP-069,69,"These ""non-scale victories"" are destroying your progress",2025-04-15,https://youtube.com/watch?v=gpC3oAoJLTs,EP-069 - These -non-scale victories- are destroying your progress - EP 069.txt,../YT Transcripts/EP-069 - These -non-scale victories- are destroying your progress - EP 069.txt,Success Story,,scale obsession,"[""all-or-nothing thinking"", ""maintenance mindset"", ""nutrition"", ""sustainable habits"", ""weight loss plateau""]","[""scale obsession"", ""all-or-nothing thinking"", ""maintenance mindset"", ""nutrition"", ""sustainable habits"", ""weight loss plateau""]","[""I keep restarting every Monday"", ""how to stop starting over"", ""maintenance mindset"", ""nutrition"", ""scale hasn't moved in weeks"", ""scale obsession"", ""sustainable habits"", ""what to do during a weight loss plateau""]",An episode centered on scale obsession.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (068)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I keep restarting every Monday"", ""how to stop starting over"", ""maintenance mindset"", ""nutrition"", ""scale hasn't moved in weeks"", ""scale obsession"", ""sustainable habits"", ""what to do during a weight loss plateau""]",[],,,[],True
EP-070,70,A world where food makes your life better...,2025-04-16,https://youtube.com/watch?v=0CMhWd2jmtM,EP-070 - A world where food makes your life better... - EP 070.txt,../YT Transcripts/EP-070 - A world where food makes your life better... - EP 070.txt,Solo,,food guilt,"[""binge eating"", ""calorie tracking"", ""cravings"", ""fear of regain"", ""relationships""]","[""food guilt"", ""binge eating"", ""calorie tracking"", ""cravings"", ""fear of regain"", ""relationships""]","[""breaking binge cycles"", ""calorie tracking"", ""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""relationships"", ""scared to gain the weight back"", ""why can't I eat just one"", ""why can't I stop binge eating""]",An episode centered on food guilt.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (069)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""breaking binge cycles"", ""calorie tracking"", ""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""relationships"", ""scared to gain the weight back"", ""why can't I eat just one"", ""why can't I stop binge eating""]",[],,,[],False
EP-071,71,Standing naked in front of 110 people,2025-04-23,https://youtube.com/watch?v=yv0wWJddDXY,EP-071 - Standing naked in front of 110 people - EP 071.txt,../YT Transcripts/EP-071 - Standing naked in front of 110 people - EP 071.txt,Solo,,relationships,"[""binge eating"", ""nutrition""]","[""relationships"", ""binge eating"", ""nutrition""]","[""breaking binge cycles"", ""nutrition"", ""relationships"", ""why can't I stop binge eating""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (070)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""breaking binge cycles"", ""nutrition"", ""relationships"", ""why can't I stop binge eating""]",[],,,[],False
EP-073,73,"My mom's last ""Day 1"" ever",2025-05-06,https://youtube.com/watch?v=cd1ZdXVzADw,EP-073 - My mom's last -Day 1- ever - EP 073.txt,../YT Transcripts/EP-073 - My mom's last -Day 1- ever - EP 073.txt,Solo,,all-or-nothing thinking,"[""cravings"", ""motivation"", ""nutrition"", ""scale obsession"", ""sustainable habits""]","[""all-or-nothing thinking"", ""cravings"", ""motivation"", ""nutrition"", ""scale obsession"", ""sustainable habits""]","[""I keep restarting every Monday"", ""how to stop food noise"", ""how to stop starting over"", ""motivation"", ""nutrition"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on all-or-nothing thinking.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (071)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I keep restarting every Monday"", ""how to stop food noise"", ""how to stop starting over"", ""motivation"", ""nutrition"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-074,74,My mom has NO CRAVINGS (first time ever),2025-05-14,https://youtube.com/watch?v=EiP3nvoECA8,EP-074 - My mom has NO CRAVINGS (first time ever) - EP 074.txt,../YT Transcripts/EP-074 - My mom has NO CRAVINGS (first time ever) - EP 074.txt,Solo,,cravings,"[""food guilt"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""cravings"", ""food guilt"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits""]","[""food guilt"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (073)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""food guilt"", ""how to stop food noise"", ""nutrition"", ""relationships"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-075,75,Fixing my mom's relationship with food,2025-05-21,https://youtube.com/watch?v=8xqD0EYA9yM,EP-075 - Fixing my mom's relationship with food - EP 075.txt,../YT Transcripts/EP-075 - Fixing my mom's relationship with food - EP 075.txt,Solo,,motivation,"[""cravings"", ""food guilt"", ""maintenance mindset"", ""relationships"", ""scale obsession""]","[""motivation"", ""cravings"", ""food guilt"", ""maintenance mindset"", ""relationships"", ""scale obsession""]","[""food guilt"", ""how to stop food noise"", ""maintenance mindset"", ""motivation"", ""relationships"", ""scale obsession"", ""why can't I eat just one""]",An episode centered on motivation.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (074)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""food guilt"", ""how to stop food noise"", ""maintenance mindset"", ""motivation"", ""relationships"", ""scale obsession"", ""why can't I eat just one""]",[],,,[],False
EP-076,76,32 lbs in 17 weeks without suffering...,2025-05-28,https://youtube.com/watch?v=o3FZz4GsquE,EP-076 - 32 lbs in 17 weeks without suffering... - #076.txt,../YT Transcripts/EP-076 - 32 lbs in 17 weeks without suffering... - #076.txt,Solo,,self-sabotage,"[""binge eating"", ""cravings"", ""fear of regain"", ""food guilt"", ""sustainable habits""]","[""self-sabotage"", ""binge eating"", ""cravings"", ""fear of regain"", ""food guilt"", ""sustainable habits""]","[""breaking binge cycles"", ""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""scared to gain the weight back"", ""self-sabotage"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",An episode centered on self-sabotage.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (075)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""breaking binge cycles"", ""food guilt"", ""how to maintain weight loss"", ""how to stop food noise"", ""scared to gain the weight back"", ""self-sabotage"", ""sustainable habits"", ""why can't I eat just one"", ""why can't I stop binge eating""]",[],,,[],False
EP-077,77,Anxiety & obesity feed each other (my mom's journey),2025-06-04,https://youtube.com/watch?v=N6GuIvYzMLM,EP-077 - Anxiety & obesity feed each other (my mom's journey) - #077.txt,../YT Transcripts/EP-077 - Anxiety & obesity feed each other (my mom's journey) - #077.txt,Solo,,relationships,"[""food guilt"", ""scale obsession""]","[""relationships"", ""food guilt"", ""scale obsession""]","[""food guilt"", ""relationships"", ""scale obsession""]",An episode centered on relationships.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (076)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Relationships,"[""food guilt"", ""relationships"", ""scale obsession""]",[],,,[],False
EP-078,78,My fat mind vs. my healthy mind,2025-06-11,https://youtube.com/watch?v=uhiFNqQZu_4,EP-078 - My fat mind vs. my healthy mind - #078.txt,../YT Transcripts/EP-078 - My fat mind vs. my healthy mind - #078.txt,Solo,,nutrition,"[""binge eating"", ""cravings"", ""food guilt"", ""identity change"", ""relationships""]","[""nutrition"", ""binge eating"", ""cravings"", ""food guilt"", ""identity change"", ""relationships""]","[""breaking binge cycles"", ""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""nutrition"", ""relationships"", ""why can't I eat just one"", ""why can't I stop binge eating""]",An episode centered on nutrition.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (077)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Nutrition,"[""breaking binge cycles"", ""food guilt"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""nutrition"", ""relationships"", ""why can't I eat just one"", ""why can't I stop binge eating""]",[],,,[],False
EP-079,79,How I stopped eating my feelings...,2025-06-18,https://youtube.com/watch?v=Ko3m2tBi_44,EP-079 - How I stopped eating my feelings... - #079.txt,../YT Transcripts/EP-079 - How I stopped eating my feelings... - #079.txt,Solo,,emotional eating,"[""cravings"", ""grief"", ""identity change"", ""nutrition"", ""relationships""]","[""emotional eating"", ""cravings"", ""grief"", ""identity change"", ""nutrition"", ""relationships""]","[""grief"", ""how to stop emotional eating"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""nutrition"", ""relationships"", ""why can't I eat just one"", ""why do I eat my feelings""]",An episode centered on emotional eating.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (078)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Emotional Eating,"[""grief"", ""how to stop emotional eating"", ""how to stop food noise"", ""how to stop thinking like a fat person"", ""identity change after weight loss"", ""nutrition"", ""relationships"", ""why can't I eat just one"", ""why do I eat my feelings""]",[],,,[],False
EP-080,80,How to keep the weight off with ease.,2025-06-25,https://youtube.com/watch?v=fx_StZyldU0,EP-080 - How to keep the weight off with ease. - #080.txt,../YT Transcripts/EP-080 - How to keep the weight off with ease. - #080.txt,Solo,,maintenance mindset,"[""all-or-nothing thinking"", ""exercise routine"", ""fear of regain"", ""nutrition"", ""sustainable habits""]","[""maintenance mindset"", ""all-or-nothing thinking"", ""exercise routine"", ""fear of regain"", ""nutrition"", ""sustainable habits""]","[""I keep restarting every Monday"", ""exercise routine"", ""how to maintain weight loss"", ""how to stop starting over"", ""maintenance mindset"", ""nutrition"", ""scared to gain the weight back"", ""sustainable habits""]",An episode centered on maintenance mindset.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (079)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Weight Loss Maintenance,"[""I keep restarting every Monday"", ""exercise routine"", ""how to maintain weight loss"", ""how to stop starting over"", ""maintenance mindset"", ""nutrition"", ""scared to gain the weight back"", ""sustainable habits""]",[],,,[],False
EP-081,81,Why most weight loss advice is total BS.,2025-07-02,https://youtube.com/watch?v=UMBj-BQ0EqU,EP-081 - Why most weight loss advice is total BS.txt,../YT Transcripts/EP-081 - Why most weight loss advice is total BS.txt,Solo,,cravings,"[""consistency"", ""food guilt"", ""motivation"", ""scale obsession"", ""sustainable habits""]","[""cravings"", ""consistency"", ""food guilt"", ""motivation"", ""scale obsession"", ""sustainable habits""]","[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (080)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""I know what to do but I don't do it"", ""consistency over perfection"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""scale obsession"", ""sustainable habits"", ""why can't I eat just one""]",[],,,[],False
EP-082,82,Ex-fat guy answers the internet’s weight loss questions.,2025-07-09,https://youtube.com/watch?v=VDPeqga0Qxc,EP-082 - Ex-fat guy answers the internet’s weight loss questions.txt,../YT Transcripts/EP-082 - Ex-fat guy answers the internet’s weight loss questions.txt,Q&A,,binge eating,"[""consistency"", ""food guilt"", ""relationships"", ""sustainable habits"", ""weekend overeating""]","[""binge eating"", ""consistency"", ""food guilt"", ""relationships"", ""sustainable habits"", ""weekend overeating""]","[""I know what to do but I don't do it"", ""breaking binge cycles"", ""consistency over perfection"", ""food guilt"", ""relationships"", ""sustainable habits"", ""weekend overeating"", ""why can't I stop binge eating""]",An episode centered on binge eating.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Header episode number conflicts with canonical filename (081)"", ""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Emotional Eating,"[""I know what to do but I don't do it"", ""breaking binge cycles"", ""consistency over perfection"", ""food guilt"", ""relationships"", ""sustainable habits"", ""weekend overeating"", ""why can't I stop binge eating""]",[],,,[],False
EP-083,83,How I lost 110 pounds without cravings.,2025-07-23,https://youtube.com/watch?v=BoWMtTMznic,EP-083 - How I lost 110 pounds without cravings.txt,../YT Transcripts/EP-083 - How I lost 110 pounds without cravings.txt,Success Story,,cravings,"[""binge eating"", ""food guilt"", ""motivation"", ""nutrition"", ""relationships""]","[""cravings"", ""binge eating"", ""food guilt"", ""motivation"", ""nutrition"", ""relationships""]","[""breaking binge cycles"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""nutrition"", ""relationships"", ""why can't I eat just one"", ""why can't I stop binge eating""]",An episode centered on cravings.,,[],,,,[],[],[],[],[],[],Unknown,,Review Required,"[""Semantic enrichment is provisional: title and limited transcript evidence only; human/AI review recommended""]",Mindset,"[""breaking binge cycles"", ""food guilt"", ""how to stop food noise"", ""motivation"", ""nutrition"", ""relationships"", ""why can't I eat just one"", ""why can't I stop binge eating""]",[],,,[],True
